School ID,School Name,Graduates,Enrollments,Enrollment Pct,year_x,ncessch,school_id,school_name_x,leaid_x,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips_x,latitude_x,longitude_x,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program,schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps,cps_ccd_cw_merge,cw_not_in_cps_col_enrl,crdc_id,year_y,fips_y,leaid_y,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc,crdc_not_matched,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,internet_rate,emp_rate_25_64,above_pov_rate,census_tract_x,acs_not_matched,oracle_id,school_name_y,FY 2017 Ending Budget,cps_budget_not_in_cps_col_enrl,food_stamps,median_earnings,census_tract_y,inc_fs_not_matched,year,date,statefips,countyfips,ctfips,latitude_y,longitude_y,ds_pm_pred,ds_pm_stdd,aqi_not_matched
609691,NORTH-GRAND HS,184,126,68.5,2017,1.70993E+11,5074,North-Grand High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4338 W Wabansia Ave,Chicago,IL,60639,4338 W Wabansia Ave,Chicago,IL,60639,(773)534-8520,Illinois,41.912521,-87.735313,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,57,922,0,922,No,Yes,No,No,968,17004,17002,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609691,North-grand HS,North-Grand High School,North-grand HS,North-Grand High School,4338,W,Wabansia Ave,Chicago,IL,60639,1140,46431,HS,23,Humboldt Park,Humboldt Park,21,8,1.70312E+14,41.90154615,-87.63446373,1.70993E+11,1.70993E+11,17031230500,both,both,1.70993E+11,2017,Illinois,1709930,960,63,4,0,5013560.5,136,24,0,122,0,both,38.2,1124,702,2.8,62.45551601,97.2,61.8,17031230500,both,46431,North Grand High School,9469949,both,433,23232,17031230500,both,2016,1-Jan-16,17,31,17031230500,41.9117,-87.73394,9.6941,3.4654,both
609692,SIMEON HS,303,202,66.7,2017,1.70993E+11,758,Simeon Career Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,8147 S Vincennes Ave,Chicago,IL,60620,8147 S Vincennes Ave,Chicago,IL,60620,(773)535-3200,Illinois,41.74549,-87.634742,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,66,1212,0,1212,No,Yes,No,No,1335,17031,17016,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609692,Simeon HS,Neal F Simeon Career Academy High School,Simeon HS,Simeon Career Academy High School,8147,S,Vincennes Ave,Chicago,IL,60620,1150,53061,HS,44,Chatham,Auburn Gresham,5,4,1.70318E+14,41.80288087,-87.66231452,1.70993E+11,1.70993E+11,17031842400,both,both,1.70993E+11,2017,Illinois,1709930,1335,71,2,0,6499405.5,0,0,0,0,0,both,26.1,1275,912,22.1,71.52941176,77.9,73.9,17031842400,both,53061,Neal F Simeon Vocational High School,12474172,both,278,28821,17031842400,both,2016,1-Jan-16,17,31,17031842400,41.74248,-87.63002,10.0512,3.8845,both
609694,HANCOCK HS,200,162,81,2017,1.70993E+11,1980,Hancock College Preparatory HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,4034 W 56th St,Chicago,IL,60629,4034 W 56th St,Chicago,IL,60629,(773)535-2410,Illinois,41.791703,-87.724928,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,Yes,No,No,52,835,0,835,No,Yes,No,No,967,17022,17011,1.70993E+11,1703,,Yes under the Community Eligibility Provision (CEP),609694,Hancock HS,John Hancock College Preparatory High School,Hancock HS,Hancock College Preparatory HS,4034,W,56th St,Chicago,IL,60629,1200,46021,HS,62,West Elsdon,McKinley Park,17,7,1.70316E+14,41.74578671,-87.63544628,1.70993E+11,1.70993E+11,17031620300,both,both,1.70993E+11,2017,Illinois,1709930,971,57.5,3,0,4828365,349,50,36,323,0,both,9.9,1993,1578,8.2,79.17711992,91.8,90.1,17031620300,both,46021,Hancock High School,8207701,both,448,28426,17031620300,both,2016,1-Jan-16,17,31,17031620300,41.78951,-87.73045,9.8276,3.5142,both
609695,AMUNDSEN HS,225,159,70.7,2017,1.70993E+11,587,Amundsen High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,5110 N Damen Ave,Chicago,IL,60625,5110 N Damen Ave,Chicago,IL,60625,(773)534-2320,Illinois,41.975232,-87.680089,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,64,1023,0,1023,No,Yes,No,No,1227,17013,17007,1.70993E+11,1705,,Yes under the Community Eligibility Provision (CEP),609695,Amundsen HS,Roald Amundsen High School,Amundsen HS,Amundsen High School,5110,N,Damen Ave,Chicago,IL,60625,1210,46031,HS,4,Lincoln Square,Ravenswood,30,12,1.7031E+14,41.89000464,-87.70733287,1.70993E+11,1.70993E+11,17031040402,both,both,1.70993E+11,2017,Illinois,1709930,1226,75,3,0,6422065.5,45,0,29,16,0,both,6.9,2479,2391,2.7,96.45018152,97.3,93.1,17031040402,both,46031,Roald Amundsen High School,11637203,both,140,57849,17031040402,both,2016,1-Jan-16,17,31,17031040402,41.9725,-87.67874,9.7316,3.9025,both
609698,BOGAN HS,160,93,58.1,2017,1.70993E+11,626,Bogan High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3939 W 79th St,Chicago,IL,60652,3939 W 79th St,Chicago,IL,60652,(773)535-2180,Illinois,41.748598,-87.720583,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,46,719,0,719,No,Yes,No,No,778,17032,17016,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609698,Bogan HS,William J Bogan High School,Bogan HS,Bogan High School,3939,W,79th St,Chicago,IL,60652,1230,46041,HS,70,Ashburn,Ashburn,6,11,1.70317E+14,41.79143647,-87.72446996,1.70993E+11,1.70993E+11,17031700401,both,both,1.70993E+11,2017,Illinois,1709930,781,56,1,2,4260358.5,0,0,0,0,0,both,15,1857,1380,8,74.31340872,92,85,17031700401,both,46041,William J Bogan Computer Technical High School,9157882,both,415,32458,17031700401,both,2016,1-Jan-16,17,31,17031700401,41.74554,-87.71203,9.7969,3.6026,both
609704,FARRAGUT HS,170,79,46.5,2017,1.70993E+11,788,Farragut Career Academy HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,2345 S Christiana Av,Chicago,IL,60623,2345 S Christiana Av,Chicago,IL,60623,(773)534-1300,Illinois,41.849562,-87.708282,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,51,724,0,724,No,Yes,No,No,728,17021,17011,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609704,Farragut HS,David G Farragut Career Academy High School,Farragut HS,Farragut Career Academy HS,2345,S,Christiana Ave,Chicago,IL,60623,1300,53091,HS,30,South Lawndale,Pilsen - Little Village,16,7,1.70313E+14,41.74940305,-87.72109816,1.70993E+11,1.70993E+11,17031300800,both,both,1.70993E+11,2017,Illinois,1709930,728,59,2,1,4645916.5,17,0,0,17,0,both,42,1103,537,6.1,48.68540345,93.9,58,17031300800,both,53091,David G Farragut Career Academy High School,10052878,both,540,18619,17031300800,both,2016,1-Jan-16,17,31,17031300800,41.84813,-87.70758,9.8624,3.6215,both
609705,FENGER HS,51,25,49,2017,1.70993E+11,792,Fenger Academy High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,11220 S Wallace St,Chicago,IL,60628,11220 S Wallace St,Chicago,IL,60628,(773)535-5430,Illinois,41.689552,-87.637839,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,13,238,0,238,No,Yes,No,No,244,17028,17014,1.70993E+11,1702,,Yes under the Community Eligibility Provision (CEP),609705,Fenger HS,Christian Fenger Academy High School,Fenger HS,Fenger Academy High School,11220,S,Wallace St,Chicago,IL,60628,1310,46111,HS,49,Roseland,Far South Side,22,5,1.70315E+14,41.87752873,-87.68324895,1.70993E+11,1.70993E+11,17031491200,both,both,1.70993E+11,2017,Illinois,1709930,251,13,1,0,1526499.125,0,0,0,0,0,both,27.4,694,485,19.8,69.88472622,80.2,72.6,17031491200,both,46111,Christian Fenger Academy,3762467,both,212,24266,17031491200,both,2016,1-Jan-16,17,31,17031491200,41.68879,-87.63746,10.0796,3.7659,both
609708,FOREMAN HS,205,112,54.6,2017,1.70993E+11,799,Foreman High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,3235 N Leclaire Ave,Chicago,IL,60641,3235 N Leclaire Ave,Chicago,IL,60641,(773)534-3400,Illinois,41.939595,-87.753937,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,43,765,0,765,No,Yes,No,No,798,17039,17020,1.70993E+11,1704,,Yes under the Community Eligibility Provision (CEP),609708,Foreman HS,Edwin G Foreman High School,Foreman HS,Foreman High School,3235,N,LeClaire Ave,Chicago,IL,60641,1330,46131,HS,15,Portage Park,Albany Irving,27,12,1.70312E+14,41.68995131,-87.63753545,1.70993E+11,1.70993E+11,17031151001,both,both,1.70993E+11,2017,Illinois,1709930,792,52,2,0,4318621,15,0,0,15,0,both,19.8,884,566,5.3,64.02714932,94.7,80.2,17031151001,both,46131,Edwin G. Foreman College and Career Academy,10672391,both,174,30292,17031151001,both,2016,1-Jan-16,17,31,17031151001,41.9424,-87.75434,9.679,3.5324,both
609709,GAGE PARK HS,66,27,40.9,2017,1.70993E+11,809,Gage Park High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,5630 S Rockwell St,Chicago,IL,60629,5630 S Rockwell St,Chicago,IL,60629,(773)535-9230,Illinois,41.79102,-87.689367,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,22,328,0,328,No,Yes,No,No,330,17001,17001,1.70993E+11,1703,,Yes under the Community Eligibility Provision (CEP),609709,Gage Park HS,Gage Park High School,Gage Park HS,Gage Park High School,5630,S,Rockwell St,Chicago,IL,60629,1340,46141,HS,63,Gage Park,McKinley Park,17,7,1.70318E+14,41.76971342,-87.63718937,1.70993E+11,1.70993E+11,17031835100,both,both,1.70993E+11,2017,Illinois,1709930,329,24,1,0,1912312.625,53,0,0,53,0,both,22.7,1348,938,19.8,69.58456973,80.2,77.3,17031835100,both,46141,Gage Park High School,6417880,both,446,23046,17031835100,both,2016,1-Jan-16,17,31,17031835100,41.79021,-87.68631,9.9719,3.7955,both
609710,HARLAN HS,138,86,62.3,2017,1.70993E+11,851,Harlan Community Academy HS,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,9652 S Michigan Ave,Chicago,IL,60628,9652 S Michigan Ave,Chicago,IL,60628,(773)535-5400,Illinois,41.71875,-87.621348,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,25,369,0,369,No,Yes,No,No,382,17034,17017,1.70993E+11,1701,,Yes under the Community Eligibility Provision (CEP),609710,Harlan HS,John M Harlan Community Academy High School,Harlan HS,Harlan Community Academy HS,9652,S,Michigan Ave,Chicago,IL,60628,1350,51021,HS,49,Roseland,Chatham,12,4,1.70315E+14,41.93979614,-87.75420329,1.70993E+11,1.70993E+11,17031490500,both,both,1.70993E+11,2017,Illinois,1709930,386,27,1,0,2646353.5,0,0,0,0,0,both,15.1,729,544,20.3,74.62277092,79.7,84.9,17031490500,both,51021,Harlan Community Academy High School,6872795,both,189,25455,17031490500,both,2016,1-Jan-16,17,31,17031490500,41.71793,-87.61321,10.1247,3.8834,both
609711,HARPER HS,36,23,63.9,2017,1.70993E+11,852,Harper High School,1709930,City of Chicago SD 299,IL-15-016-2990-25,1.50163E+12,6520 S Wood St,Chicago,IL,60636,6520 S Wood St,Chicago,IL,60636,(773)535-9150,Illinois,41.775322,-87.669837,176,16980,City large,17031,High,Regular school,Open,9,12,,School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program,Yes,Yes,No,No,No,No,10,131,0,131,No,Yes,No,No,133,17006,17003,1.70993E+11,1707,,Yes under the Community Eligibility Provision (CEP),609711,Harper HS,William Rainey Harper High School,Harper HS,Harper High School,6520,S,Wood St,Chicago,IL,60636,1360,46151,HS,67,West Englewood,Englewood,4,2,1.70317E+14,41.79101341,-87.68891728,1.70993E+11,1.70993E+11,17031671300,both,both,1.70993E+11,2017,Illinois,1709930,134,10,1,1,1423875.125,0,0,0,0,0,both,24.4,606,292,30.7,48.18481848,69.3,75.6,17031671300,both,46151,Harper High School,3616671,both,276,20599,17031671300,both,2016,1-Jan-16,17,31,17031671300,41.7739,-87.67134,9.9751,3.8245,both
