"","rcd","schoolname","ncesid","address"
"131","150162990","Alcott College Prep","170993006072","2957 N Hoyne Ave"
"132","150162990","North Lawndale Prep Chtr - Christiana","170993006489","1615 S Christiana Ave"
"133","150162990","Chicago Technology Academy HS","170993006076","1301 W 14th St"
"134","150162990","Chicago HS for the Arts","170993006058","2714 W Augusta Blvd"
"135","150162990","Ogden Int High School","170993006093","1250 W Erie St"
"136","150162990","Williams Medical Prep High Sch","170993006092","4934 S Wabash Ave"
"137","150162990","Westinghouse High School","170993006083","3223 W Franklin Blvd"
"138","150162990","Solorio Academy High School","170993006138","5400 S St Louis Ave"
"139","150162990","Acero Chtr Sch Network -  Major Hector P Garcia MD Campus","170993006467","4248 W 47th St"
"140","150162990","South Shore Intl Col Prep HS","170993006170","1955 E 75th St"
"141","150162990","Goode STEM Academy HS","170993006223","7651 S Homan Ave"
"142","150162990","Chicago Excel Academy HS","170993006219","1257 W 111th St"
"143","150162990","Walter Henri Dyett High School for the Arts","170993006400","555 E 51st St"
"144","150162990","Englewood STEM High School","170993006725","6835 S Normal Blvd"
"145","150162990","Acero Chtr Sch Network Victoria Soto Campus","170993006483","5025 S St Louis Ave"
"146","150162990","KIPP Academy Chicago Campus","170993006477","4818 W Ohio St"
"147","150162990","KIPP Chicago Charters - Bloom Campus","170993006510","5515 S Lowe Ave"
"148","150162990","Univ of Chicago Chtr-Woodlawn","170993006493","6300 S University Ave"
"149","150162990","LEARN Chtr - Middle School","170993006443","3021 W Carroll Ave"
"150","150162990","ASPIRA Charter - Haugan Campus","170993006516","3729 W Leland Ave"
"151","150162990","Art in Motion Charter School","170993006770","7415 S East End Ave"
"152","150162990","Jackson M Elem School","170993001091","917 W 88th St"
"153","150162990","Green  W Elem School","170993001209","1150 W 96th St"
"154","150162990","Addams Elem School","170993000884","10810 S Avenue H"
"155","150162990","Harriet Tubman Elem School","170993000763","2851 N Seminary Ave"
"156","150162990","Alcott Elem School","170993000804","2625 N Orchard St"
"157","150162990","Aldridge Elem School","170993001168","630 E 131st St"
"158","150162990","Armour Elem School","170993001001","950 W 33rd Pl"
"159","150162990","Armstrong G Elem IntL Studies","170993001181","2110 W Greenleaf Ave"
"160","150162990","Audubon Elem School","170993000581","3500 N Hoyne Ave"
"161","150162990","Avalon Park Elem School","170993000582","8045 S Kenwood Ave"
"162","150162990","Barnard Elem Comp Math & Sci Ctr","170993000585","10354 S Charles St"
"163","150162990","Barry Elem School","170993000586","2828 N Kilbourn Ave"
"164","150162990","Barton Elem School","170993000589","7650 S Wolcott Ave"
"165","150162990","Bass Elem School","170993000590","1140 W 66th St"
"166","150162990","Locke A Elem Charter Academy","170993003564","3141 W Jackson Blvd"
"167","150162990","Bateman Elem School","170993000591","4220 N Richmond St"
"168","150162990","Nicholson Technology Acad Elem Sch","170993000597","6006 S Peoria St"
"169","150162990","Beaubien Elem School","170993000601","5025 N Laramie Ave"
"170","150162990","Beethoven Elem School","170993000602","25 W 47th St"
"171","150162990","Beidler Elem School","170993000603","3151 W Walnut St"
"172","150162990","Belding Elem School","170993000604","4257 N Tripp Ave"
"173","150162990","Bell Elem School","170993000605","3730 N Oakley Ave"
"174","150162990","Bennett Elem School","170993000607","10115 S Prairie Ave"
"175","150162990","Black Magnet Elem School","170993000609","9101 S Euclid Ave"
"176","150162990","Blaine Elem School","170993000610","1420 W Grace St"
"177","150162990","Bond Elem School","170993000611","7050 S May St"
"178","150162990","Boone Elem School","170993000612","6710 N Washtenaw Ave"
"179","150162990","Bradwell Comm Arts & Sci Elem Sch","170993000614","7736 S Burnham Ave"
"180","150162990","Haley Elem Academy","170993000615","11411 S Eggleston Ave"
"181","150162990","Brennemann Elem School","170993000616","4251 N Clarendon Ave"
"182","150162990","Brentano Elem Math & Science Acad","170993000617","2723 N Fairfield Ave"
"183","150162990","Bridge Elem School","170993000618","3800 N New England Ave"
"184","150162990","Bright Elem School","170993000619","10740 S Calhoun Ave"
"185","150162990","Brown  W Elem School","170993000621","54 N Hermitage Ave"
"186","150162990","Brownell Elem School","170993000622","6741 S Michigan Ave"
"187","150162990","Bouchet Elem Math & Science Acad","170993000623","7355 S Jeffery Blvd"
"188","150162990","Budlong Elem School","170993000625","2701 W Foster Ave"
"189","150162990","Burbank Elem School","170993000627","2035 N Mobile Ave"
"190","150162990","Burke Elem School","170993000629","5356 S King Dr"
"191","150162990","Burley Elem School","170993000632","1630 W Barry Ave"
"192","150162990","Burnham Elem Inclusive Academy","170993000633","9928 S Crandon Ave"
"193","150162990","Burnside Elem Scholastic Academy","170993000635","650 E 91st Pl"
"194","150162990","Burr Elem School","170993000636","1621 W Wabansia Ave"
"195","150162990","Burroughs Elem School","170993000637","3542 S Washtenaw Ave"
"196","150162990","Brunson Math & Sci Specialty Elem","170993000638","932 N Central Ave"
"197","150162990","Byrne Elem School","170993000640","5329 S Oak Park Ave"
"198","150162990","Caldwell Elem Acad of Math & Sci","170993000641","8546 S Cregier Ave"
"199","150162990","Cameron Elem School","170993000646","1234 N Monticello Ave"
"200","150162990","Canty Elem School","170993000647","3740 N Panama Ave"
"201","150162990","Carnegie Elem School","170993000648","1414 E 61st Pl"
"202","150162990","Carroll Elem School","170993000652","2929 W 83rd St"
"203","150162990","Carter Elem School","170993000653","5740 S Michigan Ave"
"204","150162990","Cassell Elem School","170993000655","11314 S Spaulding Ave"
"205","150162990","Cather Elem School","170993000656","2908 W Washington Blvd"
"206","150162990","Chalmers Elem Specialty School","170993000657","2745 W Roosevelt Rd"
"207","150162990","Chappell Elem School","170993000658","2135 W Foster Ave"
"208","150162990","Chase Elem School","170993000659","2021 N Point St"
"209","150162990","Clay Elem School","170993000661","13231 S Burley Ave"
"210","150162990","Cleveland Elem School","170993000663","3121 W Byron St"
"211","150162990","Clinton Elem School","170993000664","6110 N Fairfield Ave"
"212","150162990","Clissold Elem School","170993000665","2350 W 110th Pl"
"213","150162990","Coles Elem Language Academy","170993000666","8441 S Yates Blvd"
"214","150162990","Columbus Elem School","170993000669","1003 N Leavitt St"
"215","150162990","Cook Elem School","170993000672","8150 S Bishop St"
"216","150162990","Coonley Elem School","170993000674","4046 N Leavitt St"
"217","150162990","Cooper Elem Dual Language Academy","170993000676","1624 W 19th St"
"218","150162990","Corkery Elem School","170993000677","2510 S Kildare Ave"
"219","150162990","Crown Elem Comm Acd Fine Arts Ctr","170993000678","2128 S Saint Louis Ave"
"220","150162990","Darwin Elem School","170993000679","3116 W Belden Ave"
"221","150162990","Davis N Elem School","170993000687","3014 W 39th Pl"
"222","150162990","Asian Human Services -Passage Chrtr","170993005682","1643 W Bryn Mawr Ave"
"223","150162990","Dawes Elem School","170993000689","3810 W 81st Pl"
"224","150162990","Deneen Elem School","170993000691","7240 S Wabash Ave"
"225","150162990","Dett Elem School","170993000695","2131 W Monroe St"
"226","150162990","Chopin Elem School","170993000697","2450 W Rice St"
"227","150162990","Dever Elem School","170993000698","3436 N Osceola Ave"
"228","150162990","Dewey Elem Academy of Fine Arts","170993000706","5415 S Union Ave"
"229","150162990","Disney Elem Magnet School","170993000709","4140 N Marine Dr"
"230","150162990","Dixon Elem School","170993000710","8306 S Saint Lawrence Ave"
"231","150162990","Dore Elem School","170993000725","7134 W 65Th St"
"232","150162990","Drake Elem School","170993000728","2710 S Dearborn St"
"233","150162990","Drummond Elem School","170993000729","1845 W Cortland St"
"234","150162990","Dubois Elem School","170993000731","330 E 133rd St"
"235","150162990","Dulles Elem School","170993000682","6311 S Calumet Ave"
"236","150162990","Dunne Technology Acad Elem Sch","170993000734","10845 S Union Ave"
"237","150162990","Dvorak Technology Acad Elem Sch","170993000737","3615 W 16th St"
"238","150162990","Chicago Math & Sci Elem Charter","170993005092","7212 N Clark St"
"239","150162990","Earle Elem School","170993000738","2040 W 62nd St"
"240","150162990","Eberhart Elem School","170993000739","3400 W 65th Pl"
"241","150162990","Ebinger Elem School","170993000741","7350 W Pratt Ave"
"242","150162990","Edgebrook Elem School","170993000743","6525 N Hiawatha Ave"
"243","150162990","Edison Elem Regional Gifted Cntr","170993004944","4929 N Sawyer Ave"
"244","150162990","Edwards Elem School","170993000744","4815 S Karlov Ave"
"245","150162990","Ellington Elem School","170993000748","243 N Parkside Ave"
"246","150162990","Namaste Elem Charter School","170993005102","3737 S Paulina St"
"247","150162990","Ericson Elem Scholastic Academy","170993000752","3600 W 5th Ave"
"248","150162990","Esmond Elem School","170993000753","1865 W Montvale Ave"
"249","150162990","Everett Elem School","170993000755","3419 S Bell Ave"
"250","150162990","Evers Elem School","170993000757","9811 S Lowe Ave"
"251","150162990","Falconer Elem School","170993000759","3020 N Lamon Ave"
"252","150162990","Faraday Elem School","170993000762","3250 W Monroe St"
"253","150162990","Farnsworth Elem School","170993000764","5414 N Linder Ave"
"254","150162990","Erie Elem Charter School","170993005797","1405 N Washtenaw Ave"
"255","150162990","Fernwood Elem School","170993000770","10041 S Union Ave"
"256","150162990","Field Elem School","170993000771","7019 N Ashland Blvd"
"257","150162990","Fiske Elem School","170993000773","6020 S Langley Ave"
"258","150162990","Fort Dearborn Elem School","170993000774","9025 S Throop St"
"259","150162990","Franklin Elem Fine Arts Center","170993000777","225 W Evergreen Ave"
"260","150162990","Fuller Elem School","170993000778","4214 S Saint Lawrence Ave"
"261","150162990","Fulton Elem School","170993000780","5300 S Hermitage Ave"
"262","150162990","Funston Elem School","170993000781","2010 N Central Park Ave"
"263","150162990","Gale Elem Community Academy","170993000782","1631 W Jonquil Ter"
"264","150162990","Gallistel Elem Language Academy","170993000783","10347 S Ewing Ave"
"265","150162990","Garvy  J Elem School","170993000784","5225 N Oak Park Ave"
"266","150162990","Gary Elem School","170993000785","3740 W 31st St"
"267","150162990","Legacy Elem Charter School","170993005799","3318 W Ogden Ave"
"268","150162990","Goethe Elem School","170993000794","2236 N Rockwell St"
"269","150162990","Owens Community Academy ES","170993000796","12302 S State St"
"270","150162990","Goudy Technology Academy","170993000797","5120 N Winthrop Ave"
"271","150162990","Graham  A Elem School","170993000800","4436 S Union Ave"
"272","150162990","Gray Elem School","170993000803","3730 N Laramie Ave"
"273","150162990","Greeley Elem School","170993000805","832 W Sheridan Rd"
"274","150162990","Greene N Elem School","170993000806","3525 S Honore St"
"275","150162990","Gregory Math & Sci Elem Academy","170993000807","3715 W Polk St"
"276","150162990","Gresham Elem School","170993000811","8524 S Green St"
"277","150162990","Grimes Elem School","170993000812","5450 W 64th Pl"
"278","150162990","Haines Elem School","170993000815","247 W 23rd Pl"
"279","150162990","Gillespie Elem School","170993000816","9301 S State St"
"280","150162990","Hale Elem School","170993000819","6140 S Melvina Ave"
"281","150162990","Hamilton Elem School","170993000822","1650 W Cornelia Ave"
"282","150162990","Hamline Elem School","170993000823","4747 S Bishop St"
"283","150162990","Hammond Elem School","170993000824","2819 W 21st Pl"
"284","150162990","Bret Harte Elem School","170993000826","1556 E 56th St"
"285","150162990","Harvard Elem School","170993000830","7525 S Harvard Ave"
"286","150162990","Haugan Elem School","170993000831","4540 N Hamlin Ave"
"287","150162990","Hawthorne Elem Scholastic Academy","170993000832","3319 N Clifton Ave"
"288","150162990","Providence-Englewood Elem Charter","170993005885","6515 S Ashland Ave"
"289","150162990","Hayt Elem School","170993000834","1518 W Granville Ave"
"290","150162990","Healy Elem School","170993000835","3010 S Parnell Ave"
"291","150162990","Hearst Elem School","170993000836","4640 S Lamon Ave"
"292","150162990","Hedges Elem School","170993000837","4747 S Winchester Ave"
"293","150162990","Hefferan Elem School","170993000840","4409 W Wilcox St"
"294","150162990","Henderson Elem School","170993000842","5650 S Wolcott Ave"
"295","150162990","Hendricks Elem Community Academy","170993000817","4316 S Princeton Ave"
"296","150162990","Henry Elem School","170993000844","4250 N Saint Louis Ave"
"297","150162990","Herzl Elem School","170993000847","3711 W Douglas Blvd"
"298","150162990","Hibbard Elem School","170993000854","3244 W Ainslie St"
"299","150162990","Higgins Elem Community Academy","170993000855","11710 S Morgan St"
"300","150162990","King Academy of Social Justice","170993000856","644 W 71st St"
"301","150162990","Hitch Elem School","170993000857","5625 N McVicker Ave"
"302","150162990","Holden Elem School","170993000858","1104 W 31st St"
"303","150162990","Polaris Elem Charter Academy","170993005919","620 N Sawyer Ave"
"304","150162990","Holmes Elem School","170993000861","955 W Garfield Blvd"
"305","150162990","Howe Elem School","170993000862","720 N Lorel Ave"
"306","150162990","Hoyne Elem School","170993000864","8905 S Crandon Ave"
"307","150162990","Hughes  C Elem School","170993000865","4247 W 15th St"
"308","150162990","Hurley Elem School","170993000866","3849 W 69th Pl"
"309","150162990","Irving Elem School","170993000867","749 S Oakley Blvd"
"310","150162990","Chicago World Language Academy","170993000868","1340 W Harrison St"
"311","150162990","Jahn Elem School","170993000869","3149 N Wolcott Ave"
"312","150162990","Jamieson Elem School","170993000870","5650 N Mozart St"
"313","150162990","Jensen Elem Scholastic Academy","170993000875","3030 W Harrison St"
"314","150162990","Pilsen Elem Community Academy","170993000878","1420 W 17th St"
"315","150162990","Catalyst Charter-Circle Rock ES","170993005935","5608 W Washington Blvd"
"316","150162990","Johnson Elem School","170993000880","1420 S Albany Ave"
"317","150162990","Jungman Elem School","170993000881","1746 S Miller St"
"318","150162990","Kellogg Elem School","170993000882","9241 S Leavitt St"
"319","150162990","Kershaw Elem School","170993000883","6450 S Lowe Ave"
"320","150162990","Kilmer Elem School","170993000886","6700 N Greenview Ave"
"321","150162990","Kinzie Elem School","170993000890","5625 S Mobile Ave"
"322","150162990","Academy for Global Citizenship","170993006035","4647 W 47th St"
"323","150162990","Kipling Elem School","170993000892","9351 S Lowe Ave"
"324","150162990","Lozano Elem Bilingual & Intl Ctr","170993000901","1501 N Greenview Ave"
"325","150162990","Kozminski Elem Community Academy","170993000903","936 E 54th St"
"326","150162990","LaSalle Elem Language Academy","170993000905","1734 N Orleans St"
"327","150162990","Lawndale Elem Community Academy","170993000907","3500 W Douglas Blvd"
"328","150162990","Rowe Elementary","170993006142","1424 N Cleaver St"
"329","150162990","Lewis Elem School","170993000911","1431 N Leamington Ave"
"330","150162990","Libby Elem School","170993000916","5300 S Loomis Blvd"
"331","150162990","Lincoln Elem School","170993000918","615 W Kemper Pl"
"332","150162990","Linne Elem School","170993000919","3221 N Sacramento Ave"
"333","150162990","Lloyd Elem School","170993000926","2103 N Lamon Ave"
"334","150162990","Locke  J Elem School","170993000927","2828 N Oak Park Ave"
"335","150162990","Lovett Elem School","170993000929","6333 W Bloomingdale Ave"
"336","150162990","Lowell Elem School","170993000930","3320 W Hirsch St"
"337","150162990","Lyon Elem School","170993000934","2941 N McVicker Ave"
"338","150162990","Madison Elem School","170993000935","7433 S Dorchester Ave"
"339","150162990","Manierre Elem School","170993000936","1420 N Hudson Ave"
"340","150162990","Mann Elem School","170993000937","8050 S Chappel Ave"
"341","150162990","Catalyst Charter - Maria ES","170993006243","6727 S California Ave"
"342","150162990","Marquette Elem School","170993000940","6550 S Richmond St"
"343","150162990","Marsh Elem School","170993000939","9822 S Exchange Ave"
"344","150162990","Mason Elem School","170993000944","4217 W 18th St"
"345","150162990","Mayer Elem School","170993000950","2250 N Clifton Ave"
"346","150162990","McClellan Elem School","170993000952","3527 S Wallace St"
"347","150162990","Montessori of Englewood Chtr ES","170993006221","6936 S Hermitage Ave"
"348","150162990","McCormick Elem School","170993000955","2712 S Sawyer Ave"
"349","150162990","McCutcheon Elem School","170993000956","4865 N Sheridan Rd"
"350","150162990","McDade Elem Classical School","170993000957","8801 S Indiana Ave"
"351","150162990","McKay Elem School","170993000958","6901 S Fairfield Ave"
"352","150162990","McPherson Elem School","170993000959","4728 N Wolcott Ave"
"353","150162990","Melody Elem School","170993000963","3937 W Wilcox St"
"354","150162990","Mitchell Elem School","170993000965","2233 W Ohio St"
"355","150162990","Mollison Elem School","170993000966","4415 S Dr Martin L King Jr Dr"
"356","150162990","Monroe Elem School","170993000968","3651 W Schubert Ave"
"357","150162990","Moos Elem School","170993000969","1711 N California Ave"
"358","150162990","Morrill Elem Math & Sci School","170993000970","6011 S Rockwell St"
"359","150162990","Inter-American Elem Magnet School","170993000971","851 W Waveland Ave"
"360","150162990","Christopher House Chrt ES","170993006311","5235 W Belden St"
"361","150162990","Mount Greenwood Elem School","170993000974","10841 S Homan Ave"
"362","150162990","Mount Vernon Elem School","170993000978","10540 S Morgan St"
"363","150162990","Mozart Elem School","170993000979","2200 N Hamlin Ave"
"364","150162990","Murphy Elem School","170993000983","3539 W Grace St"
"365","150162990","Murray Elem Language Academy","170993000984","5335 S Kenwood Ave"
"366","150162990","Brown R Elem Community Acad","170993000981","12607 S Union Ave"
"367","150162990","Nash Elem School","170993000985","4837 W Erie St"
"368","150162990","Neil Elem School","170993000987","8555 S Michigan Ave"
"369","150162990","Chicago Collegiate Charter School","170993006285","11816 S Indiana Ave"
"370","150162990","Nettelhorst Elem School","170993000988","3252 N Broadway St"
"371","150162990","Newberry Elem Math & Science Acad","170993000991","700 W Willow St"
"372","150162990","Carver Primary School","170993000993","901 E 133rd Pl"
"373","150162990","Nightingale Elem School","170993000992","5250 S Rockwell St"
"374","150162990","Nixon Elem School","170993000994","2121 N Keeler Ave"
"375","150162990","Nobel Elem School","170993000996","4127 W Hirsch St"
"376","150162990","Norwood Park Elem School","170993000997","5900 N Nina Ave"
"377","150162990","Ogden Elem School","170993001003","24 W Walton St"
"378","150162990","Oglesby Elem School","170993001004","7646 S Green St"
"379","150162990","OKeeffe Elem School","170993001005","6940 S Merrill Ave"
"380","150162990","Onahan Elem School","170993001009","6634 W Raven St"
"381","150162990","Oriole Park Elem School","170993001010","5424 N Oketo Ave"
"382","150162990","Piccolo Elem Specialty School","170993001011","1040 N Keeler Ave"
"383","150162990","Otis Elem School","170993001012","525 N Armour St"
"384","150162990","OToole Elem School","170993001013","6550 S Seeley Ave"
"385","150162990","Owen Elem Scholastic Academy","170993001015","8247 S Christiana Ave"
"386","150162990","Palmer Elem School","170993001017","5051 N Kenneth Ave"
"387","150162990","Parker Elem Community Academy","170993001019","6800 S Stewart Ave"
